seymour;prxt1;458.95;458.95;754.2340587124786
bell5;prxt1;0.85;0.85;233.06501310378906
neos-1620807;prxt1;416.74;416.74;245.06345382880588
eil33-2;prxt1;239.34;239.34;251.13492981699082
stp3d;prxt1;5403.3;5403.3;2566.835374949971
blend2;prxt1;138.19;138.19;239.6284900125184
neos-506428;prxt1;3235.0;3235.0;2159.3957394931344
mitre;prxt1;207.56;207.56;325.0626176275539
neos-655508;prxt1;0.02;0.02;480.0969640439979
m100n500k4r1;prxt1;88.01;88.01;235.50831041948365
bl15_t;prxt1;218.76;218.76;298.14007820644866
neos-1440225;prxt1;200.01;200.01;283.4457554232715
neos-957143;prxt1;400.0;400.0;402.99107651782117
mas74;prxt1;22.63;22.63;234.14586588927045
neos-785914;prxt1;0.02;0.02;256.74516987531007
dfn-gwin-UUM;prxt1;38.63;38.63;218.6109190991466
rmine6;prxt1;203.1;203.1;336.8083874524206
sp97ic;prxt1;226.35;226.35;231.8155019647576
mkc;prxt1;268.82;268.82;292.77932085080937
br1;prxt1;614.75;614.75;292.08607960802294
nrperfan;prxt1;287.82;287.82;263.442070407929
neos-1224597;prxt1;200.01;200.01;280.80807666057495
gesa3;prxt1;1.17;1.17;232.42241077603782
a1c1s1;prxt1;789.79;789.79;270.8874694855931
dano3mip;prxt1;514.96;514.96;29.59132403626532
neos-860244;prxt1;171.85;171.85;253.77791370012568
macrophage;prxt1;408.05;408.05;339.96306312874293
rout;prxt1;25.35;25.35;233.03857661139835
c05100;prxt1;3.79;3.79;248.6381598689787
iis-pima-cov;prxt1;478.32;478.32;988.3471849508877
neos-1120495;prxt1;318.75;318.75;269.1322044568861
seymour;zhifmvhr0nve1str10tr20dvo7;666.39;666.39;833.2980098790139
bell5;zhifmvhr0nve1str10tr20dvo7;5.25;5.25;312.1289642703243
neos-1620807;zhifmvhr0nve1str10tr20dvo7;616.73;616.73;324.1274049953411
eil33-2;zhifmvhr0nve1str10tr20dvo7;234.65;234.65;330.19888098352607
stp3d;zhifmvhr0nve1str10tr20dvo7;5403.3;5403.3;2645.8993261165065
blend2;zhifmvhr0nve1str10tr20dvo7;182.38;182.38;318.6924411790536
neos-506428;zhifmvhr0nve1str10tr20dvo7;3455.0;3455.0;2238.4596906596694
mitre;zhifmvhr0nve1str10tr20dvo7;207.56;207.56;404.12656879408917
neos-655508;zhifmvhr0nve1str10tr20dvo7;0.02;0.02;559.1609152105332
m100n500k4r1;zhifmvhr0nve1str10tr20dvo7;96.01;96.01;314.5722615860189
bl15_t;zhifmvhr0nve1str10tr20dvo7;1142.27;1142.27;377.2040293729839
neos-1440225;zhifmvhr0nve1str10tr20dvo7;2600.01;2600.01;362.50970658980674
neos-957143;zhifmvhr0nve1str10tr20dvo7;1500.0;1500.0;482.05502768435645
mas74;zhifmvhr0nve1str10tr20dvo7;22.1;22.1;313.2098170558057
neos-785914;zhifmvhr0nve1str10tr20dvo7;200.01;200.01;335.80912104184534
dfn-gwin-UUM;zhifmvhr0nve1str10tr20dvo7;218.5;218.5;297.6748702656818
rmine6;zhifmvhr0nve1str10tr20dvo7;204.12;204.12;415.8723386189559
sp97ic;zhifmvhr0nve1str10tr20dvo7;262.79;262.79;310.87945313129285
mkc;zhifmvhr0nve1str10tr20dvo7;190.29;190.29;371.8432720173446
br1;zhifmvhr0nve1str10tr20dvo7;630.93;630.93;371.15003077455816
nrperfan;zhifmvhr0nve1str10tr20dvo7;273.41;273.41;342.5060215744642
neos-1224597;zhifmvhr0nve1str10tr20dvo7;200.01;200.01;359.8720278271102
gesa3;zhifmvhr0nve1str10tr20dvo7;0.43;0.43;311.48636194257307
a1c1s1;zhifmvhr0nve1str10tr20dvo7;746.88;746.88;349.9514206521283
dano3mip;zhifmvhr0nve1str10tr20dvo7;1175.97;1175.97;108.65527520280055
neos-860244;zhifmvhr0nve1str10tr20dvo7;597.32;597.32;332.8418648666609
macrophage;zhifmvhr0nve1str10tr20dvo7;397.95;397.95;419.02701429527815
rout;zhifmvhr0nve1str10tr20dvo7;63.65;63.65;312.1025277779336
c05100;zhifmvhr0nve1str10tr20dvo7;204.2;204.2;327.70211103551395
iis-pima-cov;zhifmvhr0nve1str10tr20dvo7;556.66;556.66;1067.411136117423
neos-1120495;zhifmvhr0nve1str10tr20dvo7;242.15;242.15;348.1961556234213
seymour;zhifmvxpsve2str10tr20dvo7;269.44;269.44;775.4430415096908
bell5;zhifmvxpsve2str10tr20dvo7;13.04;13.04;254.2739959010013
neos-1620807;zhifmvxpsve2str10tr20dvo7;416.74;416.74;266.27243662601813
eil33-2;zhifmvxpsve2str10tr20dvo7;459.74;459.74;272.34391261420313
stp3d;zhifmvxpsve2str10tr20dvo7;5403.3;5403.3;2588.0443577471838
blend2;zhifmvxpsve2str10tr20dvo7;139.56;139.56;260.8374728097307
neos-506428;zhifmvxpsve2str10tr20dvo7;2975.0;2975.0;2180.6047222903467
mitre;zhifmvxpsve2str10tr20dvo7;207.56;207.56;346.2716004247662
neos-655508;zhifmvxpsve2str10tr20dvo7;0.02;0.02;501.3059468412102
m100n500k4r1;zhifmvxpsve2str10tr20dvo7;92.01;92.01;256.7172932166959
bl15_t;zhifmvxpsve2str10tr20dvo7;410.94;410.94;319.34906100366095
neos-1440225;zhifmvxpsve2str10tr20dvo7;4200.01;4200.01;304.6547382204838
neos-957143;zhifmvxpsve2str10tr20dvo7;400.0;400.0;424.20005931503346
mas74;zhifmvxpsve2str10tr20dvo7;14.33;14.33;255.35484868648274
