@relation newExperimentData-weka.filters.unsupervised.attribute.Remove-R38-42

@attribute iname string
@attribute vtotal numeric
@attribute binaries numeric
@attribute integer numeric
@attribute continuous numeric
@attribute ctotal numeric
@attribute part numeric
@attribute pack numeric
@attribute cov numeric
@attribute card numeric
@attribute iknp numeric
@attribute knp numeric
@attribute bflow numeric
@attribute iflow numeric
@attribute mflow numeric
@attribute min numeric
@attribute max numeric
@attribute ename {prxt1, zhifmvhr0nve1str10tr20dvo7, zhifmvxpsve2str10tr20dvo7, zhifmvltmend1lyrootstr10tr20, zhifmvxpsve1str10tr20dvo7, xpsve1, zhifmvnodedownfewest, zhifmvnodeupfewest, zhifmvrdcifmv, zhifmvxpsve2, str10tr20zhifmvrdcifmv, zhifmvlgmiend1lyltmend1lyrdcifmv, zhifmvmultiple2passt2, zhifmvmultiple2dvo7, zhifmvltmend1lystr10tr20, xpsve2, zhifmvnodedowndepth, zhifmvmultiple2str10tr20, zhifmvrdcifmvmultiple2, zhifmvmultiple2ltmend1lylgmiend1lyrdcifmv, zhifmvxpsve1, zhifmvmultiple2, default, zhifmv, zhifmvmultiple2pptn5005043, zhifmvmultiple2residualifmv, zhifmvnodeupdepth, zhifmvresidualifmv, str10tr20zhifmvdvo7, zhifmvlgmiend1lyltmend1lystr10tr20, zhifmvnodehybrid, zhifmvmultiple2str10tr20dvo7, zhifmvltmend1lyroot, str10tr20zhifmv, cbn21, zhifmvhr0nve1str10tr20dvo7rnd1rns1, zhifmvmultiple2ltmend1ly, zhifmvnodedepth, hr0, zhifmvpptn5005043, zhifmvlgmiend1lyltmend1ly, str10tr20zhifmvdvo7cbn21, zhifmvmultiple4, cts0, zhifmvmultiple3, zhifmvmultiple2ltmend1lylgmiend1ly, zhifmvcbn21, zhifmvmultiple2passf45, zhifmvmultiple2passf20}
@attribute cuts {on, off}
@attribute heuristic {on, off}
@attribute proximity {on, off}
@attribute strong numeric
@attribute trust numeric
@attribute zero {off, ifmove}
@attribute combine2 {on, off}
@attribute diveopt numeric
@attribute reduce {off, ifmove}
@attribute expensive numeric
@attribute latwomir {off, endonly, endonlyroot}
@attribute multiple numeric
@attribute pumptune numeric
@attribute residual {off, ifmove}
@attribute passf numeric
@attribute node {fewest, upfewest, updepth, hybrid, downdepth, downfewest, depth}
@attribute passt numeric
@attribute lagomory {off, endonly}
@attribute naive {off, on}
@attribute rgap_time numeric
@attribute rlb numeric
@attribute rub numeric

@data
ns1208400,2883,2880,0,3,4289,336,228,492,0,396,0,0,0,3,-1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,6300,2100,4200
csched010,1758,1457,0,301,351,50,0,0,0,0,0,0,0,251,-180,5,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,704.91,198.1,506.81
T2_300_5000_0,300,300,0,0,300,0,0,300,0,0,0,0,0,0,1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,235,234.75,0.25
rmatr100-p10,7359,100,0,7259,7260,0,0,0,1,0,0,0,0,0,-1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,384.7,184.46,200.24
irp,20315,20315,0,0,39,39,0,0,0,0,0,0,0,0,1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,200.3,0.3,200
tanglegram2,4714,4714,0,0,8980,0,0,2160,0,0,0,0,0,0,-1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,2164.6,1964.6,200
n030w4-0,6856,6656,200,0,4829,630,2760,18,0,0,0,210,35,0,-4,3,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,434.41,175.16,259.25
neos-633273,11154,11154,0,0,21781,484,0,0,1,0,0,10648,0,0,-1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,895.73,695.73,200
atlanta-ip,48738,46667,106,1965,21732,599,165,0,0,119,1,6303,0,22,-64,32,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,661.55,346.49,315.06
br5,19468,19453,15,0,28981,11,1295,57,108,660,0,0,0,0,-2,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,861.94,403.76,458.18
e401600,64000,64000,0,0,1640,1600,0,0,0,0,40,0,0,0,1,102,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,892.15,200.2,691.95
bley_xl1,5831,5831,0,0,175620,169,5133,14,0,0,0,1950,0,0,-1000000,100000000,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,405,200,205
draw-gemcutter,150,112,38,0,184,28,0,0,0,0,0,0,0,0,-49,49,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,32.22,27.63,4.59
gesa2,1224,240,168,816,1392,0,48,0,0,0,0,0,0,48,-124.8,114.684,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1.48,1.38,0.1
T2_300_1000_0,300,300,0,0,300,0,0,300,0,0,0,0,0,0,1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,32.45,32.44,0.01
flugpl,18,0,11,7,18,0,0,0,0,0,0,0,4,1,-100,150,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,27.1,27.09,0.01
p0282,282,282,0,0,241,0,176,0,0,0,0,0,0,0,-204,4,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,38.06,37.76,0.3
eilB76,1060,1060,0,0,75,75,0,0,0,0,0,0,0,0,1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,59.06,50.22,8.84
ex9,10404,10404,0,0,40962,162,0,0,0,0,0,0,0,0,-1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,3000,200,2800
lseu,89,89,0,0,28,0,17,0,0,0,1,0,0,0,-525,525,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,123.07,123.06,0.01
app1-2,26871,13300,0,13571,53467,0,0,266,0,0,0,0,0,0,-1,1,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,5937.54,1737.54,4200
stdc6262p,16415,16415,0,0,27334,0,9277,0,0,454,1642,0,0,0,-1,6,prxt1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,400.61,200.56,200.05
