@relation 'newExperimentData-weka.filters.unsupervised.attribute.Remove-R38-42-weka.filters.unsupervised.attribute.Remove-R1,18,39,40'

@attribute vtotal numeric
@attribute binaries numeric
@attribute integer numeric
@attribute continuous numeric
@attribute ctotal numeric
@attribute part numeric
@attribute pack numeric
@attribute cov numeric
@attribute card numeric
@attribute iknp numeric
@attribute knp numeric
@attribute bflow numeric
@attribute iflow numeric
@attribute mflow numeric
@attribute min numeric
@attribute max numeric
@attribute cuts {on,off}
@attribute heuristic {on,off}
@attribute proximity {on,off}
@attribute strong numeric
@attribute trust numeric
@attribute zero {off,ifmove}
@attribute combine2 {on,off}
@attribute diveopt numeric
@attribute reduce {off,ifmove}
@attribute expensive numeric
@attribute latwomir {off,endonly,endonlyroot}
@attribute multiple numeric
@attribute pumptune numeric
@attribute residual {off,ifmove}
@attribute passf numeric
@attribute node {fewest,upfewest,updepth,hybrid,downdepth,downfewest,depth}
@attribute passt numeric
@attribute lagomory {off,endonly}
@attribute naive {off,on}
@attribute rgap_time numeric

@data
2883,2880,0,3,4289,336,228,492,0,396,0,0,0,3,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,6300
1758,1457,0,301,351,50,0,0,0,0,0,0,0,251,-180,5,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,704.91
300,300,0,0,300,0,0,300,0,0,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,235
7359,100,0,7259,7260,0,0,0,1,0,0,0,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,384.7
20315,20315,0,0,39,39,0,0,0,0,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,200.3
4714,4714,0,0,8980,0,0,2160,0,0,0,0,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,2164.6
6856,6656,200,0,4829,630,2760,18,0,0,0,210,35,0,-4,3,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,434.41
11154,11154,0,0,21781,484,0,0,1,0,0,10648,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,895.73
48738,46667,106,1965,21732,599,165,0,0,119,1,6303,0,22,-64,32,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,661.55
19468,19453,15,0,28981,11,1295,57,108,660,0,0,0,0,-2,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,861.94
64000,64000,0,0,1640,1600,0,0,0,0,40,0,0,0,1,102,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,892.15
5831,5831,0,0,175620,169,5133,14,0,0,0,1950,0,0,-1000000,100000000,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,405
150,112,38,0,184,28,0,0,0,0,0,0,0,0,-49,49,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,32.22
1224,240,168,816,1392,0,48,0,0,0,0,0,0,48,-124.8,114.684,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1.48
300,300,0,0,300,0,0,300,0,0,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,32.45
18,0,11,7,18,0,0,0,0,0,0,0,4,1,-100,150,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,27.1
282,282,0,0,241,0,176,0,0,0,0,0,0,0,-204,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,38.06
1060,1060,0,0,75,75,0,0,0,0,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,59.06
10404,10404,0,0,40962,162,0,0,0,0,0,0,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,3000
89,89,0,0,28,0,17,0,0,0,1,0,0,0,-525,525,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,123.07
26871,13300,0,13571,53467,0,0,266,0,0,0,0,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,5937.54
16415,16415,0,0,27334,0,9277,0,0,454,1642,0,0,0,-1,6,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,400.61
37415,37415,0,0,16070,1708,4230,0,112,0,0,960,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,3386.57
2256,2256,0,0,187,47,0,0,0,0,0,0,0,0,-10200,4620,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,97.24
322,302,0,20,396,36,0,0,0,0,0,0,0,0,-8400000,1300,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,879.95
392,196,196,0,196,0,0,0,0,0,0,0,196,0,-2,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,6300
13702,13282,420,0,3135,1889,0,0,0,0,0,0,420,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1157.32
133,39,32,62,123,0,0,0,0,0,0,0,0,0,-1344,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,4.53
29280,29280,0,0,561657,31,1695,15,0,522368,1922,0,0,0,-1,1500,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1016.26
3815,3800,15,0,4331,0,1650,0,0,0,0,1230,14,0,-40,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,243.27
260,259,0,1,212,7,3,127,0,0,3,27,0,1,-700,100,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1210.84
2883,2880,0,3,4289,336,228,492,0,396,0,0,0,3,-1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,6300
1758,1457,0,301,351,50,0,0,0,0,0,0,0,251,-180,5,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,658.49
300,300,0,0,300,0,0,300,0,0,0,0,0,0,1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,400.35
7359,100,0,7259,7260,0,0,0,1,0,0,0,0,0,-1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,244.75
20315,20315,0,0,39,39,0,0,0,0,0,0,0,0,1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,202.5
4714,4714,0,0,8980,0,0,2160,0,0,0,0,0,0,-1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,2223.2
6856,6656,200,0,4829,630,2760,18,0,0,0,210,35,0,-4,3,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,433.68
11154,11154,0,0,21781,484,0,0,1,0,0,10648,0,0,-1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,895.73
48738,46667,106,1965,21732,599,165,0,0,119,1,6303,0,22,-64,32,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,649.67
19468,19453,15,0,28981,11,1295,57,108,660,0,0,0,0,-2,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,2965.8
64000,64000,0,0,1640,1600,0,0,0,0,40,0,0,0,1,102,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,4400.2
5831,5831,0,0,175620,169,5133,14,0,0,0,1950,0,0,-1000000,100000000,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,415.56
150,112,38,0,184,28,0,0,0,0,0,0,0,0,-49,49,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,224.53
1224,240,168,816,1392,0,48,0,0,0,0,0,0,48,-124.8,114.684,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,2.37
300,300,0,0,300,0,0,300,0,0,0,0,0,0,1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,230.44
18,0,11,7,18,0,0,0,0,0,0,0,4,1,-100,150,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,27.1
282,282,0,0,241,0,176,0,0,0,0,0,0,0,-204,4,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,9.46
1060,1060,0,0,75,75,0,0,0,0,0,0,0,0,1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,248.82
10404,10404,0,0,40962,162,0,0,0,0,0,0,0,0,-1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,4400
89,89,0,0,28,0,17,0,0,0,1,0,0,0,-525,525,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,111.94
26871,13300,0,13571,53467,0,0,266,0,0,0,0,0,0,-1,1,on,off,off,10,20,ifmove,off,7,off,0,off,0,0,off,30,fewest,1,off,on,5956.04
