@relation 'newExperimentData-weka.filters.unsupervised.attribute.Remove-R38-42-weka.filters.unsupervised.attribute.Remove-R1,18,39,40'

@attribute vtotal numeric
@attribute binaries numeric
@attribute integer numeric
@attribute continuous numeric
@attribute ctotal numeric
@attribute part numeric
@attribute pack numeric
@attribute cov numeric
@attribute card numeric
@attribute iknp numeric
@attribute knp numeric
@attribute bflow numeric
@attribute iflow numeric
@attribute mflow numeric
@attribute min numeric
@attribute max numeric
@attribute cuts {on,off}
@attribute heuristic {on,off}
@attribute proximity {on,off}
@attribute strong numeric
@attribute trust numeric
@attribute zero {off,ifmove}
@attribute combine2 {on,off}
@attribute diveopt numeric
@attribute reduce {off,ifmove}
@attribute expensive numeric
@attribute latwomir {off,endonly,endonlyroot}
@attribute multiple numeric
@attribute pumptune numeric
@attribute residual {off,ifmove}
@attribute passf numeric
@attribute node {fewest,upfewest,updepth,hybrid,downdepth,downfewest,depth}
@attribute passt numeric
@attribute lagomory {off,endonly}
@attribute naive {off,on}
@attribute rgap_time numeric

@data
1747,1731,14,2,2107,27,473,0,0,3,0,166,4,1,-1000,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,247.68
500,500,0,0,105,100,0,0,0,0,5,0,0,0,1,25,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,0.43
182700,182700,0,0,73910,719,0,0,41,0,0,72800,0,0,-1,3,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,400
10240,9989,251,0,9499,0,5804,0,0,0,0,3281,91,0,-106,1999,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,572.29
16000,16000,0,0,440,400,0,0,0,0,40,0,0,0,1,91,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,278.65
378,168,0,210,234,0,0,0,0,0,0,0,0,24,-1,600,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,481.33
2756,2756,0,0,755,0,352,0,0,0,7,0,0,0,-9999,9999,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,3.44
10250,10230,20,0,3522,632,1410,0,40,0,0,320,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,248.94
3117,2993,124,0,1293,107,0,0,0,0,0,264,124,0,-34000,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,147.39
9013,8509,0,504,5996,10,54,0,0,110,10,3510,0,0,-229941,18,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,2015
4000,3181,819,0,1502,7,0,0,0,1,65,0,0,0,1,276,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,218.82
4000,4000,0,0,220,200,0,0,0,0,20,0,0,0,1,25,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1.48
128,75,25,28,182,0,0,0,0,0,0,0,0,2,-21,21,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,61.34
1055,1005,50,0,5374,76,2520,0,0,0,234,76,38,0,-1,88,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,633.98
84718,84718,0,0,2989,0,1159,0,0,27,257,0,0,0,-53,53,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,400.22
548,548,0,0,176,0,30,0,0,0,5,0,0,0,-9999,9999,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,2023.78
30055,20451,9597,7,15706,0,2049,2009,0,2,0,1,9591,2,-1,6329,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,400.4
160,159,0,1,96,5,3,31,0,0,3,21,0,1,-955,100,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,678.16
