@relation 'newExperimentData-weka.filters.unsupervised.attribute.Remove-R38-42-weka.filters.unsupervised.attribute.Remove-R1,18,39,40'

@attribute vtotal numeric
@attribute binaries numeric
@attribute integer numeric
@attribute continuous numeric
@attribute ctotal numeric
@attribute part numeric
@attribute pack numeric
@attribute cov numeric
@attribute card numeric
@attribute iknp numeric
@attribute knp numeric
@attribute bflow numeric
@attribute iflow numeric
@attribute mflow numeric
@attribute min numeric
@attribute max numeric
@attribute cuts {on,off}
@attribute heuristic {on,off}
@attribute proximity {on,off}
@attribute strong numeric
@attribute trust numeric
@attribute zero {off,ifmove}
@attribute combine2 {on,off}
@attribute diveopt numeric
@attribute reduce {off,ifmove}
@attribute expensive numeric
@attribute latwomir {off,endonly,endonlyroot}
@attribute multiple numeric
@attribute pumptune numeric
@attribute residual {off,ifmove}
@attribute passf numeric
@attribute node {fewest,upfewest,updepth,hybrid,downdepth,downfewest,depth}
@attribute passt numeric
@attribute lagomory {off,endonly}
@attribute naive {off,on}
@attribute rgap_time numeric
@attribute time numeric

@data
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,400,1
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,408.03,2
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,416.06,3
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,423.75,4
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,431.1,5
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,438.25,6
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,445.35,7
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,445.5,8
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,445.65,9
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,445.8,10
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,445.95,11
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,446.1,12
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,446.25,13
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,446.4,14
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,446.55,15
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,446.7,16
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,446.85,17
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,447,18
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,447.15,19
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,447.3,20
11717,11482,235,0,10460,0,5680,0,0,0,0,4419,83,0,-106,1117,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,447.45,21
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,207.5,1
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,213.5,2
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,219.5,3
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,225.5,4
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,231.5,5
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,237.5,6
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,243.5,7
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,249.5,8
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,255.5,9
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,261.5,10
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,267.5,11
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,273.5,12
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,279.5,13
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,285.5,14
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,291.5,15
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,297.5,16
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,303.5,17
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,309.5,18
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,315.5,19
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,321.5,20
3725,3725,0,0,3996,75,147,0,0,0,0,0,0,0,-4,4,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,327.5,21
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,11.14,1
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,13.24,2
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,15.34,3
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,17.44,4
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,19.54,5
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,21.64,6
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,23.74,7
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,25.84,8
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,27.94,9
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,30.04,10
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,32.14,11
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,34.24,12
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,36.34,13
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,38.44,14
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,40.54,15
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,42.64,16
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,44.74,17
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,46.84,18
201,201,0,0,133,0,26,0,0,0,3,0,0,0,-64,64,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,48.94,19
