@relation 'newExperimentData-weka.filters.unsupervised.attribute.Remove-R38-42-weka.filters.unsupervised.attribute.Remove-R1,18,39,40'

@attribute vtotal numeric
@attribute binaries numeric
@attribute integer numeric
@attribute continuous numeric
@attribute ctotal numeric
@attribute part numeric
@attribute pack numeric
@attribute cov numeric
@attribute card numeric
@attribute iknp numeric
@attribute knp numeric
@attribute bflow numeric
@attribute iflow numeric
@attribute mflow numeric
@attribute min numeric
@attribute max numeric
@attribute cuts {on,off}
@attribute heuristic {on,off}
@attribute proximity {on,off}
@attribute strong numeric
@attribute trust numeric
@attribute zero {off,ifmove}
@attribute combine2 {on,off}
@attribute diveopt numeric
@attribute reduce {off,ifmove}
@attribute expensive numeric
@attribute latwomir {off,endonly,endonlyroot}
@attribute multiple numeric
@attribute pumptune numeric
@attribute residual {off,ifmove}
@attribute passf numeric
@attribute node {fewest,upfewest,updepth,hybrid,downdepth,downfewest,depth}
@attribute passt numeric
@attribute lagomory {off,endonly}
@attribute naive {off,on}
@attribute rgap_time numeric
@attribute time numeric

@data
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,224.72,1
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,238.49,2
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,252.26,3
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,266.03,4
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,279.8,5
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,293.57,6
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,307.34,7
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,321.11,8
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,334.88,9
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,348.65,10
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,362.42,11
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,376.19,12
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,389.96,13
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,403.73,14
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,417.5,15
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,431.27,16
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,445.04,17
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,458.81,18
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,472.58,19
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,486.35,20
1276,1276,0,0,15413,0,1694,2,10,18,0,32,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,500.12,21
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,201.07,1
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,202.71,2
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,204.35,3
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,205.99,4
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,207.63,5
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,209.11,6
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,210.54,7
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,211.95,8
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,213.34,9
63019,63009,0,10,509,0,0,507,0,1,0,0,0,0,1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,214.72,10
