@relation 'newExperimentData-weka.filters.unsupervised.attribute.Remove-R38-42-weka.filters.unsupervised.attribute.Remove-R1,18,39,40'

@attribute vtotal numeric
@attribute binaries numeric
@attribute integer numeric
@attribute continuous numeric
@attribute ctotal numeric
@attribute part numeric
@attribute pack numeric
@attribute cov numeric
@attribute card numeric
@attribute iknp numeric
@attribute knp numeric
@attribute bflow numeric
@attribute iflow numeric
@attribute mflow numeric
@attribute min numeric
@attribute max numeric
@attribute cuts {on,off}
@attribute heuristic {on,off}
@attribute proximity {on,off}
@attribute strong numeric
@attribute trust numeric
@attribute zero {off,ifmove}
@attribute combine2 {on,off}
@attribute diveopt numeric
@attribute reduce {off,ifmove}
@attribute expensive numeric
@attribute latwomir {off,endonly,endonlyroot}
@attribute multiple numeric
@attribute pumptune numeric
@attribute residual {off,ifmove}
@attribute passf numeric
@attribute node {fewest,upfewest,updepth,hybrid,downdepth,downfewest,depth}
@attribute passt numeric
@attribute lagomory {off,endonly}
@attribute naive {off,on}
@attribute rgap_time numeric
@attribute time numeric

@data
59376,59376,0,0,4744,0,1660,0,0,7,257,1575,0,0,-53,53,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,410.92,20
59376,59376,0,0,4744,0,1660,0,0,7,257,1575,0,0,-53,53,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,410.92,21
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,201.26,1
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,401.61,2
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,601.96,3
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,802.31,4
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,802.7,5
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,803.05,6
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,803.4,7
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,803.75,8
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,804.1,9
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,804.45,10
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,804.8,11
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,805.15,12
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,805.5,13
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,805.85,14
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,806.2,15
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,806.55,16
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,806.9,17
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,807.25,18
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,807.6,19
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,807.95,20
25755,2856,0,22899,48939,0,0,0,0,0,0,0,0,2907,-1000,120,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,808.3,21
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,150,1
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,161.08,2
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,172.16,3
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,183.24,4
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,194.32,5
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,205.4,6
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,216.48,7
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,227.56,8
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,238.64,9
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,249.72,10
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,260.8,11
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,271.88,12
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,282.96,13
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,294.04,14
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,305.12,15
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,316.2,16
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,327.28,17
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,338.36,18
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,349.44,19
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,360.52,20
86,55,0,31,45,0,0,0,0,0,0,0,0,0,-1,55,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,371.6,21
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,259.76,1
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,322.87,2
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,383.04,3
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,442.14,4
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,501.24,5
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,560.34,6
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,619.44,7
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,678.4,8
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,736.89,9
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,795.06,10
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,852.85,11
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,910.38,12
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,967.59,13
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1024.5,14
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1081.14,15
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1137.59,16
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1193.81,17
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1249.81,18
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1305.62,19
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1361.3,20
675,113,181,381,294,0,0,0,0,0,0,0,0,251,-60,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1416.98,21
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,200.25,1
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,245.86,2
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,254.15,3
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,254.39,4
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,254.63,5
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,254.87,6
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,255.11,7
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,255.35,8
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,255.59,9
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,255.83,10
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,256.07,11
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,256.31,12
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,256.55,13
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,256.79,14
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,257.03,15
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,257.27,16
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,257.51,17
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,257.8,18
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,258.09,19
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,258.38,20
6400,6400,0,0,5277,32,4690,0,0,0,0,0,0,0,-200,200,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,258.67,21
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,223.7,1
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,230.4,2
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,237.1,3
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,243.8,4
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,250.5,5
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,257.2,6
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,263.9,7
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,270.6,8
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,277.3,9
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,284,10
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,290.7,11
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,297.4,12
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,304.1,13
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,310.8,14
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,317.5,15
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,324.2,16
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,330.9,17
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,337.6,18
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,344.3,19
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,351,20
3660,3600,60,0,3664,2,0,62,0,0,0,118,1,0,-1,69,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,357.7,21
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,285.74,1
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,363.2,2
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,440.66,3
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,518.12,4
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,595.58,5
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,673.04,6
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,750.5,7
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,827.96,8
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,905.42,9
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,982.88,10
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1060.34,11
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1137.8,12
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1215.26,13
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1292.72,14
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1370.18,15
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1447.64,16
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1525.1,17
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1602.56,18
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1680.02,19
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1757.48,20
840,48,0,792,1192,0,0,0,0,0,0,0,0,0,-22.23,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,1834.94,21
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,400,1
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,604.63,2
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,644.03,3
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,683.08,4
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,721.95,5
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,760.64,6
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,799.33,7
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,837.66,8
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,875.81,9
129180,129180,0,0,119589,1,49799,103,0,0,0,19997,0,0,-1,1,on,on,on,5,5,off,off,2,off,0,off,0,0,off,30,fewest,1,off,on,913.96,10
