neos-801834;prxt1;18830.150988;18830.150988;234489.90453562487
markshare1;prxt1;615102.07454;615102.07454;636089.8203612528
c60900;prxt1;720630.944282;720630.944282;280326.50161452574
c10100;prxt1;976.375884;976.375884;1731.958686877698
d05100;prxt1;166.418511;166.418511;16026.904766656842
d801600;prxt1;5620.937274;5620.937274;100398.91332220766
set1ch;prxt1;380.37543;380.37543;10742.853979342925
c201600;prxt1;1166.762499;1166.762499;42490.70685662778
neos-905856;prxt1;288767.08822;288767.08822;154193.6038589415
opt1217;prxt1;40024.082638;40024.082638;173703.61907872467
fast0507;prxt1;12298.932918;12298.932918;11343.090347257797
e20200;prxt1;2197.553561;2197.553561;11305.613327903082
n050w4-3;prxt1;66290.364407;66290.364407;46987.82835420732
neos-956971;prxt1;8670.430357;8670.430357;19870.538817373403
bs24_t;prxt1;387552.739712;387552.739712;38434.42840108699
neos-1622252;prxt1;89236.894845;89236.894845;76903.37604198926
swath;prxt1;78428.957034;78428.957034;8743.710846692897
eilC76;prxt1;39336.03567;39336.03567;40134.414634931534
aflow40b;prxt1;13486.156604;13486.156604;8396.222144779602
tr12-30;prxt1;87730.083627;87730.083627;42409.90896182679
neos1;prxt1;19286.558509;19286.558509;86775.95448117345
A-2;prxt1;80945.119682;80945.119682;112611.342437896
iis-100-0-cov;prxt1;75477.323902;75477.323902;87483.15772003912
ibarra;prxt1;48182.63588;48182.63588;15973.105754308548
cap6000;prxt1;4.603512;4.603512;88983.37092292157
n3div36;prxt1;29135.912243;29135.912243;11232.88370324005
net12;prxt1;244068.401244;244068.401244;26359.21021476932
br3;prxt1;68692.913835;68692.913835;76778.21722537589
neos-934531;prxt1;365928.605968;365928.605968;-6063.144223322262
neos-544324;prxt1;29212.613078;29212.613078;10589.84072376055
liu;prxt1;28586.089809;28586.089809;12732.337430209727
neos-801834;zhifmvhr0nve1str10tr20dvo7;6791.099004;6791.099004;291949.36119101866
markshare1;zhifmvhr0nve1str10tr20dvo7;620540.736174;620540.736174;636895.6316517845
c60900;zhifmvhr0nve1str10tr20dvo7;720566.721204;720566.721204;337785.9582699195
c10100;zhifmvhr0nve1str10tr20dvo7;635.545119;635.545119;3077.5428746946122
d05100;zhifmvhr0nve1str10tr20dvo7;565.838782;565.838782;17265.824010530967
d801600;zhifmvhr0nve1str10tr20dvo7;720257.7778;720257.7778;604252.4545395998
set1ch;zhifmvhr0nve1str10tr20dvo7;1046.191483;1046.191483;10643.356812924398
c201600;zhifmvhr0nve1str10tr20dvo7;720254.446594;720254.446594;56421.495522195575
neos-905856;zhifmvhr0nve1str10tr20dvo7;116546.890972;116546.890972;199745.62387793418
opt1217;zhifmvhr0nve1str10tr20dvo7;40009.877622;40009.877622;181501.74885494303
fast0507;zhifmvhr0nve1str10tr20dvo7;8187.110301;8187.110301;13665.13968010761
e20200;zhifmvhr0nve1str10tr20dvo7;53982.100383;53982.100383;15951.836602363626
n050w4-3;zhifmvhr0nve1str10tr20dvo7;66862.920193;66862.920193;103273.07348190469
neos-956971;zhifmvhr0nve1str10tr20dvo7;71353.74805;71353.74805;77485.76115898881
bs24_t;zhifmvhr0nve1str10tr20dvo7;725828.283399;725828.283399;96390.71028727533
neos-1622252;zhifmvhr0nve1str10tr20dvo7;85138.421564;85138.421564;77356.0733839481
swath;zhifmvhr0nve1str10tr20dvo7;90450.329699;90450.329699;9369.319258820393
eilC76;zhifmvhr0nve1str10tr20dvo7;43795.268755;43795.268755;54065.20330049933
aflow40b;zhifmvhr0nve1str10tr20dvo7;68464.376428;68464.376428;9021.830556907096
tr12-30;zhifmvhr0nve1str10tr20dvo7;91811.028879;91811.028879;15122.242803054782
neos1;zhifmvhr0nve1str10tr20dvo7;24751.98705;24751.98705;90632.39837907335
A-2;zhifmvhr0nve1str10tr20dvo7;258740.094587;258740.094587;616464.8836552881
iis-100-0-cov;zhifmvhr0nve1str10tr20dvo7;75490.73992;75490.73992;87891.55738460366
ibarra;zhifmvhr0nve1str10tr20dvo7;1087.4412;1087.4412;14820.04786812737
cap6000;zhifmvhr0nve1str10tr20dvo7;17.116924;17.116924;122843.0017534883
n3div36;zhifmvhr0nve1str10tr20dvo7;19781.048736;19781.048736;13554.933036089862
net12;zhifmvhr0nve1str10tr20dvo7;246726.91592;246726.91592;93975.84582890107
br3;zhifmvhr0nve1str10tr20dvo7;102915.670085;102915.670085;80634.66112327579
neos-934531;zhifmvhr0nve1str10tr20dvo7;361904.363988;361904.363988;8083.8549469559075
neos-544324;zhifmvhr0nve1str10tr20dvo7;31494.576772;31494.576772;12911.890056610362
liu;zhifmvhr0nve1str10tr20dvo7;88562.001929;88562.001929;11551.694953774859
neos-801834;zhifmvxpsve2str10tr20dvo7;18922.288565;18922.288565;204177.79683268018
markshare1;zhifmvxpsve2str10tr20dvo7;606972.557686;606972.557686;636089.8203612528
c60900;zhifmvxpsve2str10tr20dvo7;720343.217497;720343.217497;250014.39391158102
c10100;zhifmvxpsve2str10tr20dvo7;874.488448;874.488448;1980.791814995345
d05100;zhifmvxpsve2str10tr20dvo7;163.436059;163.436059;17088.740449561534
d801600;zhifmvxpsve2str10tr20dvo7;10543.78517;10543.78517;84564.84373756149
set1ch;zhifmvxpsve2str10tr20dvo7;269.802518;269.802518;10742.853979342925
c201600;zhifmvxpsve2str10tr20dvo7;1188.718988;1188.718988;46137.34817109736
neos-905856;zhifmvxpsve2str10tr20dvo7;567976.027782;567976.027782;198857.08854368268
opt1217;zhifmvxpsve2str10tr20dvo7;40026.627891;40026.627891;181501.74885494303
fast0507;zhifmvxpsve2str10tr20dvo7;13810.7783;13810.7783;11430.252170052001
e20200;zhifmvxpsve2str10tr20dvo7;1623.846754;1623.846754;11430.413011196046
n050w4-3;zhifmvxpsve2str10tr20dvo7;55549.274502;55549.274502;55306.73037305847
neos-956971;zhifmvxpsve2str10tr20dvo7;13425.851078;13425.851078;18641.6758310568
bs24_t;zhifmvxpsve2str10tr20dvo7;385896.170553;385896.170553;47562.28799748582
neos-1622252;zhifmvxpsve2str10tr20dvo7;86385.065877;86385.065877;76903.37604198926
swath;zhifmvxpsve2str10tr20dvo7;94107.536554;94107.536554;8376.467485257705
eilC76;zhifmvxpsve2str10tr20dvo7;39733.131425;39733.131425;43781.05594940112
aflow40b;zhifmvxpsve2str10tr20dvo7;10044.464932;10044.464932;8028.978783344409
tr12-30;zhifmvxpsve2str10tr20dvo7;84966.996681;84966.996681;29039.301881534862
neos1;zhifmvxpsve2str10tr20dvo7;19500.570394;19500.570394;89269.6043244572
A-2;zhifmvxpsve2str10tr20dvo7;9947.906392;9947.906392;96777.27285324984
iis-100-0-cov;zhifmvxpsve2str10tr20dvo7;64090.868157;64090.868157;87483.15772003912
ibarra;zhifmvxpsve2str10tr20dvo7;41430.5964;41430.5964;15423.946354935722
cap6000;zhifmvxpsve2str10tr20dvo7;13.126518;13.126518;122508.96243586758
n3div36;zhifmvxpsve2str10tr20dvo7;18772.374389;18772.374389;11320.045526034253
net12;zhifmvxpsve2str10tr20dvo7;239514.786366;239514.786366;92613.05177428495
br3;zhifmvxpsve2str10tr20dvo7;55244.660552;55244.660552;79271.86706865966
neos-934531;zhifmvxpsve2str10tr20dvo7;455920.973346;455920.973346;4111.439006719767
neos-544324;zhifmvxpsve2str10tr20dvo7;28947.263324;28947.263324;10677.002546554755
liu;zhifmvxpsve2str10tr20dvo7;52441.103167;52441.103167;12939.215143492684
neos-801834;zhifmvltmend1lyrootstr10tr20;18811.15026;18811.15026;204177.79683268018
markshare1;zhifmvltmend1lyrootstr10tr20;630022.495568;630022.495568;636089.8203612528
c60900;zhifmvltmend1lyrootstr10tr20;720729.726883;720729.726883;250014.39391158102
c10100;zhifmvltmend1lyrootstr10tr20;886.954151;886.954151;1880.2392216599633
d05100;zhifmvltmend1lyrootstr10tr20;169.520695;169.520695;16026.904766656842
d801600;zhifmvltmend1lyrootstr10tr20;10634.838753;10634.838753;84564.84373756149
set1ch;zhifmvltmend1lyrootstr10tr20;304.575292;304.575292;10742.853979342925
c201600;zhifmvltmend1lyrootstr10tr20;1406.577772;1406.577772;46545.96368617538
neos-905856;zhifmvltmend1lyrootstr10tr20;301912.670794;301912.670794;154193.6038589415
opt1217;zhifmvltmend1lyrootstr10tr20;29725.69434;29725.69434;181501.74885494303
fast0507;zhifmvltmend1lyrootstr10tr20;13307.077873;13307.077873;11343.090347257797
e20200;zhifmvltmend1lyrootstr10tr20;6153.43687;6153.43687;12553.329190208795
n050w4-3;zhifmvltmend1lyrootstr10tr20;16641.372266;16641.372266;48347.161371358976
neos-956971;zhifmvltmend1lyrootstr10tr20;8184.117749;8184.117749;18641.6758310568
bs24_t;zhifmvltmend1lyrootstr10tr20;363956.89874;363956.89874;26811.20885646286
neos-1622252;zhifmvltmend1lyrootstr10tr20;86861.332544;86861.332544;76903.37604198926
swath;zhifmvltmend1lyrootstr10tr20;89745.026517;89745.026517;8376.467485257705
eilC76;zhifmvltmend1lyrootstr10tr20;38919.484758;38919.484758;44189.67146447914
aflow40b;zhifmvltmend1lyrootstr10tr20;12198.312914;12198.312914;8028.978783344409
tr12-30;zhifmvltmend1lyrootstr10tr20;90086.056828;90086.056828;29039.301881534862
neos1;zhifmvltmend1lyrootstr10tr20;18994.084518;18994.084518;90731.08393097359
A-2;zhifmvltmend1lyrootstr10tr20;22121.872174;22121.872174;96777.27285324984
iis-100-0-cov;zhifmvltmend1lyrootstr10tr20;65758.937104;65758.937104;87483.15772003912
ibarra;zhifmvltmend1lyrootstr10tr20;28718.116752;28718.116752;15423.946354935722
cap6000;zhifmvltmend1lyrootstr10tr20;13.126543;13.126543;122508.96243586758
n3div36;zhifmvltmend1lyrootstr10tr20;17882.669796;17882.669796;11232.88370324005
net12;zhifmvltmend1lyrootstr10tr20;225083.446379;225083.446379;94074.53138080132
br3;zhifmvltmend1lyrootstr10tr20;99758.168361;99758.168361;80733.34667517603
neos-934531;zhifmvltmend1lyrootstr10tr20;199833.211728;199833.211728;-2030.748932120012
neos-544324;zhifmvltmend1lyrootstr10tr20;29089.639638;29089.639638;10589.84072376055
liu;zhifmvltmend1lyrootstr10tr20;57129.254703;57129.254703;12842.884571565884
neos-801834;zhifmvxpsve1str10tr20dvo7;19543.134866;19543.134866;204177.79683268018
markshare1;zhifmvxpsve1str10tr20dvo7;606762.094518;606762.094518;636089.8203612528
c60900;zhifmvxpsve1str10tr20dvo7;720500.836847;720500.836847;250014.39391158102
c10100;zhifmvxpsve1str10tr20dvo7;874.501112;874.501112;1980.791814995345
d05100;zhifmvxpsve1str10tr20dvo7;163.020709;163.020709;17088.740449561534
d801600;zhifmvxpsve1str10tr20dvo7;10599.742571;10599.742571;84564.84373756149
set1ch;zhifmvxpsve1str10tr20dvo7;299.267585;299.267585;10742.853979342925
